GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:1904613,AHR SLC46A3 PDE2A,3,"cellular response to 2,3,7,8-tetrachlorodibenzodioxine",AHR ENTPD3 ZNF35,GPR75 DDX42 UTP6
GO:0009635,CYP1A1 HTRA2 TH ALAD,4,response to herbicide,HTRA2 TH DNAI1 ZP4,SYAP1 OLFML2A SRGN NXF3
GO:0032802,ANXA2 MYLIP FURIN PCSK9 APOE ABCA2,6,low-density lipoprotein particle receptor catabolic process,MYLIP FURIN PCSK9 PACSIN1 ARGFX ARHGEF19,MCL1 NDNF DDX17 NDUFS1 MAP3K4 ATG13
GO:1904339,WNT3A GSK3B SHH,3,negative regulation of dopaminergic neuron differentiation,GSK3B CTBP2 CLPX,TSPAN31 ZER1 BFSP1
GO:0061038,KDM5B NIPBL STRA6 WNT7A ASH1L WNT9B,6,uterus morphogenesis,WNT9B STRA6 KDM5B ANP32B CST11 PFDN4,TMEM121 ZNF468 SLC44A5 OR2T27 AVL9 PPFIA1
GO:0032570,SOX10 CLDN4 THBS1 TGFB3 YAP1 TGFB1 NCOA2 CYP1B1 TGFB2 NKX2-2 ACOD1 TYMS UBE3A VPS54 TRERF1 DSG1 CD38 RELA TXNIP CSN1S1 FOS NR1H3 DSG2 ERRFI1 CAV1 PTGER2 GJB2 IGF1R FOSB TSPO ABHD2 TLR2 WBP2 GABRB1 FOSL1 OXTR SREBF1 TACR1 NCOA1 SRC GPI,41,response to progesterone,IGF1R NR1H3 OXTR TGFB3 TYMS TXNIP CAV1 DSG2 FOSB SRC TSPO TGFB2 CSN1S1 SREBF1 DSG1 CD38 GABRB1 TGFB1 RELA THBS1 DGAT2 RPRD1B GALR3 CITED1 TUT1 CAPG TMEM232 NDC1 VPS51 CHCHD5 RINL OR2T3 TUBA1A RFX1 RAG1 HSD17B8 HEPACAM2 ZNF775 MOV10L1 DTX3 ISCA1,PIGH CDK17 MED30 DNAJB14 NMU PIK3R3 KCNF1 OR10AD1 MYO7B TMPRSS7 GPRASP2 TRIM71 GPR180 REEP1 CD68 RIMS3 KCNMB1 COPS6 RBMY1A1 ZNRF2 POLR3B SFMBT1 PVR TPM2 GXYLT1 TBC1D3F PRDX3 ZNF721 MAPKAPK5 TSPAN17 ATP2B4 IGFBP6 HEY2 THOC3 KRT6A NT5C1A CASKIN2 CARD14 HLA-A TMEM121 TMEM204
GO:0061026,YAP1 GATA4 CDKN1A ERBB4 CDKN1B RUNX1,6,cardiac muscle tissue regeneration,CDKN1B YAP1 ERBB4 MTDH OR10G2 GATA1,CSF3 RTN3 OR52R1 N4BP2 ZMYM2 GTF3A
GO:0042819,PDXK PNPO PSAT1,3,vitamin B6 biosynthetic process,PDXK HAUS3 IGF1,PURA PALM3 DERL3
GO:0061519,CSF1 BAP1 LIPA,3,macrophage homeostasis,CSF1 ALG13 LENG1,ARAP2 CDC37 APOBEC3A
GO:0034184,SMC5 BUB1 NSMCE2 SLF2 MACROH2A1 SLF1,6,positive regulation of maintenance of mitotic sister chromatid cohesion,SLF2 SLF1 MACROH2A1 ATP5MC1 TPBG RNF167,SLC24A3 CEACAM8 LHFPL4 FCHO2 C8orf88 AKT2
GO:0014043,BCL11A EDNRB TBX6,3,negative regulation of neuron maturation,BCL11A DNPEP USP8,TFAP4 EXD2 ZNF628
GO:0048290,NSD2 THOC1 MSH2 PMS2 MLH1 TNFSF13 TGFB1 CCR6,8,isotype switching to IgA isotypes,TGFB1 MLH1 THOC1 NSD2 ISY1 SPDYA TSEN34 LCE1D,PIGR FZD6 PCBD2 MAP3K20 CDC42EP3 ATP2B2 FAM170B VIPR2
GO:0007597,GP1BA F12 GP9 FLNA APOH F8 GP5 GP1BB,8,"blood coagulation, intrinsic pathway",FLNA F8 APOH GP1BB TBC1D2B H2BC4 GPR37L1 OR6B3,AKAIN1 TSEN54 OCA2 CEP131 KIF18A PGF TBC1D7 OR1G1
GO:0014046,TGM2 SYT10 COMT SYT4 HTR2A OPRK1 SYT12 CHRNA6 SNCG GDNF DRD3 SYT9 SYT11 ABAT KCNA2 SYT3 CHRNB2 SLC18A2 FGF20 SYT17 SYT15 SYT8 HTR1B GABBR1 SYT5 SYT13 SYT2 CXCL12 CHRNA4 SNCA GRM2 DRD2 SYT1 CNR1 DTNBP1 KPNA4 PRKN PINK1 SYT6 GNAT1 PRKCB SYT7,42,dopamine secretion,SYT3 SYT1 SYT7 CHRNB2 DRD3 SLC18A2 KCNA2 SNCG CXCL12 SYT6 CHRNA6 PRKN SYT13 DTNBP1 CNR1 PINK1 OPRK1 SYT2 DRD2 SYT11 SYT17 CYREN GNPTAB MED6 LMAN1L APOBEC4 MYO5C ANKRD1 ADAMTSL3 MAFF CAMTA2 BIRC7 PCNP DEFB121 TMIE USP22 NUDT8 ZSCAN1 SPSB4 ZNF165 ADCY10 BLMH,CIZ1 ZNF593 TSC22D4 ZNF146 CXCR6 OR1L4 TYSND1 TBL3 ST8SIA3 TICAM1 KIAA0586 NRG4 CENATAC IQSEC2 ROPN1L DHX38 MBD4 CRPPA MRTO4 MDN1 DEFB132 NRP2 OR2T8 OR13A1 GALR2 DNAJC18 SULT1A3 C15orf48 MORC1 TLE4 AMELY DUSP4 DNAJC13 ZFYVE27 CSNK2A1 GGPS1 PRAMEF5 FHOD3 TAOK3 VPS51 TAS2R5 MAGEA4
GO:0033013,MMAB HMOX2 BDH2 CLYBL ABCD4 SLC25A39 ATP5IF1 CUBN HMOX1 HPX TMEM14A RSAD1 FXN CYP1A1 CYP1A2 ABCB10 TMEM14C BLVRA AMBP ALAS2 IREB2 ABCC1 FECH SUCLA2 SLC6A9 CPOX HMBS UGT1A1 AMN IBA57 ABCB7 EIF2AK1 SLCO1B3 UROD TMEM14B SLC25A38 COX10 ALAD MMACHC COX15 PPOX SLC11A2 TSPO BLVRB SPTA1 MMAA ALAS1 NFE2L1 SLCO1B1 PGRMC1 ABCB6 MMADHC SRRD UROS ABCC2 UGT1A4 SLCO2B1 SLC46A1 FLVCR1 MTR,60,tetrapyrrole metabolic process,ALAS2 SUCLA2 UGT1A1 UGT1A4 MTR NFE2L1 FXN FECH UROS ABCB6 MMACHC SRRD ABCC2 EIF2AK1 CYP1A2 TMEM14C ALAD CYP1A1 SLC25A38 SLC46A1 RSAD1 SLCO2B1 UROD MMAB BDH2 SLC6A9 ABCB7 BLVRA CUBN SLC25A39 MYG1 GPRC5C FAAH2 CAPS SLC35B4 MATN4 GABRE FAM149B1 URGCP GARIN1B OR13C2 OR5B12 HPS3 CATSPERB ZBP1 MAPK8IP3 TMEM143 SPACDR CENPH OR6C6 C1orf56 ARHGAP21 XCL2 NUP42 DGKZ TIFAB PYGM NRN1 SAG CUEDC2,GLB1L BAIAP2 PLN GNG4 SIGLEC7 SKAP2 CAPZA1 POPDC2 RAB19 IQCB1 OR10V1 TAS2R16 OR13G1 RELL1 SLC7A3 ELMO3 OR6Q1 PTGR1 IFIT1B CLDN2 CENPW ST7 DHRS7 IQCN KIAA1217 PGM5 LPAR3 OR52K1 KRT26 SVOP COX6A2 CLDN10 CABP5 CD248 MAP3K14 NLGN1 KRT35 KCNE5 KCNS3 RCC1 AMY1A SLC31A2 PROKR2 NCAPD2 NXPH4 RALGPS2 BFSP2 SRP72 ORM2 PI16 IQUB BLOC1S5 PEX3 KIAA0753 GNG2 OR51M1 IQCH ANGPTL7 C16orf92 KCNIP2
GO:0040019,PLCB1 WNT3A WNT4 RBM19 NIBAN2 ZBED3 CFL1 PAFAH1B1 WNT1 OTX2 FOXA2 TLE6 NLRP5 KHDC3L NR2C2 OSR1 SCX UTP25 TENM4 RACK1 LHX1 B4GALT5 AMOT,23,positive regulation of embryonic development,NLRP5 UTP25 LHX1 RBM19 OTX2 PLCB1 AMOT SCX RACK1 OSR1 NR2C2 SLC2A7 CCDC14 CLDN22 CCDC63 PHKA1 SLC16A12 ANKRD16 OR5H6 DCLRE1B TNFRSF9 KLF1 VWA7,UEVLD RNF20 WFDC5 PYGO1 CDC42EP3 LPA MMP19 OR10S1 CLPSL2 MTRES1 CHRFAM7A ZNF226 UST CSN2 MZT1 RGS20 EIF4B OR1N2 PNPLA3 IFT74 FGD5 SMC3 PTS
GO:0051492,TGFB3 PIK3R2 NF2 FRMD7 WNT11 ARHGEF10L RGCC EVL PHLDB2 LIMCH1 PPM1E ARHGAP6 TPM1 SLC9A1 EPHA1 BRAF PAK2 SMAD3 FHOD1 PAK1 FERMT2 MET ARHGEF18 RAPGEF3 NRP1 WNT4 CD47 MYOC ARAP1 ARHGEF15 CLASP2 TACSTD2 PXN DLC1 TSC1 RHOA SDC4 ROCK1 LIMK1 CGNL1 SERPINF2 WAS APOA1 ACTG1 GPR65 SORBS3 ABL1 CDC42 F11R INPP5K CLASP1 ALMS1 CARMIL1 BAG4 RAC1 SFRP1 ROCK2 TESK1 PPFIA1 MKKS S100A10 TGFBR1 PFN1 RHPN1 CCDC88A BBS4 ASAP3 MTOR PPM1F LPAR1 ARHGEF10 CORO2B PIK3R1 PFN2 CCN2 RHOC PTGER4 ITGB1BP1 RHPN2 TMEFF2 TTC8 STMN1 S1PR1 ARHGEF5 SYNPO2L TJP1 WASF2 TACR1,88,regulation of stress fiber assembly,NF2 EVL SMAD3 CLASP2 WNT4 CORO2B RGCC GPR65 ROCK2 ACTG1 ARHGAP6 CLASP1 PPFIA1 MYOC TGFBR1 ITGB1BP1 PFN1 SFRP1 PIK3R1 ABL1 WNT11 FHOD1 TJP1 BBS4 INPP5K SERPINF2 PHLDB2 MTOR LPAR1 MET CD47 PAK1 ARAP1 ALMS1 BAG4 CCN2 RHPN2 RAC1 CARMIL1 SYNPO2L PAK2 TSC1 BRAF TTC8 TRAF2 RAPGEF4 GABPA BPY2C TWF1 OR1K1 SLC7A6OS INHBC SNX21 BCL7A OLFML2A MIA NDUFB1 TM9SF4 FAAH2 LGI1 BCL2L2 ZC3HAV1 IFNAR1 MTF2 RSBN1 ACBD4 GUCY1B1 HSPA14 NAT14 NPSR1 ALKAL1 RASA4B GCDH WDR59 ZSCAN5B A3GALT2 MED31 RB1CC1 FAM135B GRAMD1B MANSC4 RIT2 NLGN2 PLAA EQTN ILDR2 MYO3A CPQ,NDUFC2-KCTD14 VWC2 NASP MARCO SKAP2 UGT2A3 STXBP4 SUPT16H RNF10 BRAP CHMP7 RABGAP1 CA14 GPATCH3 AFG1L TMX1 EFR3B HEMK1 ACSL1 HESX1 HES7 RUFY1 PLGRKT SULT2A1 KIF2C GPX4 TMEM17 PET100 KRT13 SLITRK2 GBP4 OR7D4 ANKLE2 NREP RIDA GJC1 CLPB ZNF565 CCDC88C MRPL16 USP17L28 KCNJ4 NCKAP1 SLC2A4 ACBD5 GTF2E2 EIF3D C2orf49 CLN8 TUBAL3 CYP27C1 NOPCHAP1 APLF NRBP1 FNDC4 TNFAIP2 OPA3 AMN ZNF774 NFKBIZ ABHD17B OR1J2 ENGASE IFIT1 OR7C1 SMYD3 GRK4 CLTB PAFAH1B2 ANKRD42 PCLO ERG28 LIN9 USP17L8 MMP26 RBPMS PROS1 NPFF BTLA DUSP5 LOC107987462 SLC38A11 CHMP4A ZNF865 BAIAP3 PWWP2B RAB19 CASP12
GO:0032447,URM1 CTU2 CTU1 MOCS3,4,protein urmylation,MOCS3 URM1 ANO9 ZFP30,FRS2 KDM5D RLN1 ZFTA
GO:0071715,MIF SLC22A7 ABCC10 TNFSF11 PLA2G5 SLCO4A1 DRD3 NOS2 AVPR1B LEP SLC22A8 LHCGR PNPLA8 NMUR2 PLA2G2D NTSR1 ABCC6 ABCC1 EDN1 PLA2G2E TNFRSF11A PLA2G1B PTGES SLC22A6 SLCO3A1 ABCC3 OC90 MAP2K6 PTGS2 ACE PLA2R1 PLA2G4F PLA2G12B PLA2G10 P2RX7 SLCO2A1 IL1B SLC22A1 PROCA1 SLC22A11 DRD2 BDKRB2 PLA2G2F PLA2G3 IL1A P2RX4 NMB SLC22A2 ABCC11 ABCC4 SYK SLCO1B1 SSTR4 PLA2G12A ABCC2 CYP4A11 PLA2G2A DRD4 PLA2G4A SLCO2B1 CYP4F2,61,icosanoid transport,ABCC6 P2RX4 PLA2G2E SLC22A7 PTGES SSTR4 SLC22A11 PROCA1 ABCC10 PLA2G12A SLCO4A1 PLA2G3 MIF SLCO3A1 ABCC11 PLA2G10 PLA2G2F CYP4F2 PTGS2 PNPLA8 NTSR1 PLA2R1 NMB EDN1 DRD4 BDKRB2 SLCO1B1 SLC22A6 PLA2G2D ABCC1 ZNF165 VPS8 IL17RE TNFSF18 REEP5 KANSL3 MAP7D3 LURAP1L TIMM17A ZSCAN30 PI4K2B HTR7 NECAP2 TVP23A RNF113A AIF1L RSAD1 FBXL19 SELENOI CASP8AP2 COQ10B EML4 OR4C12 ZNF813 NETO2 LIME1 TSPAN13 CYP2W1 PGRMC1 CTSA KCTD12,COL11A1 DCAF12 MLN USP10 CNKSR1 RAB11FIP3 AZIN2 KIAA1755 GLP2R SYP ROBO4 ARPC1A SNX4 CCZ1B SLC35F4 MARS1 NCKAP5L WSB2 KCNIP3 S100P MMP8 GSTA3 IL5 TBC1D26 MIEF2 RCOR2 IFITM5 TMOD1 CACNA2D4 IRX5 TAF12 CBX3 SLC28A1 MED30 SPATA7 OR3A3 CABIN1 OSMR TMEM167A SRSF8 RTCA PIANP PGLYRP4 SYT15 OR10W1 ATP5PD MTSS1 USP7 CRYBB2 RASD2 TNFRSF13B UBIAD1 GRIP2 NAP1L3 FCRL6 KCNRG PWP1 SPEF2 NSMAF FBXL2 DPY19L3
GO:0031102,RGMA SCARF1 MMP2 NEFL CERS2 FLNA MAG STK24 APOA4 ADM KIAA0319 DAG1 EPHA4 MAP2K1 MATN2 OMG CNTF ULK1 GRN TNR PUM2 GAP43 NEO1 CTNNA1 RTN4RL2 SPP1 FKBP1B MAPK8IP3 NREP PTPRF PTPRS APOD KLF4 IGF1R TNC BCL2 FOLR1 CSPG5 PTN DHFR JAK2 TSPO BRAF RTN4R LRIG2 INPP5F PRRX1 GFAP MAP2K2 LAMB2 MTR THY1 RTN4RL1 MAP1B RTCA KREMEN1,56,neuron projection regeneration,ULK1 TNR BCL2 TNC PTPRS EPHA4 PTN MAP2K1 NREP TSPO RTN4RL1 GAP43 BRAF OMG SPP1 MAP1B NEO1 JAK2 MTR IGF1R INPP5F ADM MAP2K2 RTCA MATN2 APOD CERS2 CNTF IFNA16 ATP1A2 SORBS1 VPS28 GABRB1 GRWD1 TRMT6 VPS50 ZNF391 CCDC134 OR13C4 FUNDC1 EIF4A3 CPN1 SCD GAPVD1 ITGB1BP1 OR51E1 SPATA6 IL3 RPS27 MARCHF3 TMEM74 AHSP NUDCD1 ARFGAP1 PABPC4 GRM2,PSMD13 P2RX5 BDKRB1 GGTLC2 PHKG1 MFAP3 LPXN SLC26A7 OR4N5 RSPO2 XRN1 RNF225 CALHM1 RNF115 HNRNPL RHOT1 MYO5C NNAT SLAIN1 TNS2 B4GALNT1 CCDC85A KIAA1614 TPI1 PSMA4 CETP ZWINT ETV3 SORBS1 THPO TET2 MMP1 ESR1 AMELX DAZAP1 PRR7 EML4 SERF1B USP26 GDF2 MTUS1 BHLHE41 DUX4 CSNK1G2 PTGES3 PIGT H3C11 HCN3 PIWIL3 LRRC66 PRCD MARK3 P3R3URF CENATAC RNASE9 RHOG
GO:0014722,GSTM2 GSTO1 CASQ1 DMPK REM1 DMD PRKD1,7,regulation of skeletal muscle contraction by calcium ion signaling,CASQ1 DMPK GSTM2 USP44 CEP78 MEIOB COG2,KCNA4 LCA5L ENKUR H3C13 CHMP4A XAB2 ANGPTL8
GO:0071280,ATP7A MT4 MT1E CYP1A1 MAP1LC3A AQP2 AOC1 MT3 BACE1 MT1HL1 DAXX HSF1 MT1M SNCA MT1F PRNP MT1X MT1G MT1H MT1A NFE2L2 BECN1 MT2A AQP1 MT1B,25,cellular response to copper ion,MT1M MT2A HSF1 MT1B BACE1 MT3 PRNP DAXX MT1A MT4 CYP1A1 AOC1 ESPL1 OR5D13 HNRNPDL CYLC1 TECTA TNFAIP1 TMEM70 DHDDS CCDC28B WDR47 BSX SLC1A7 ING1,TOMM6 SIX1 ACVR2A NAB2 CARM1 GPR88 CDH5 CATSPERG NPIPA1 WNK2 GRP CDK9 TAF1 PTPN21 TMIGD2 MBTD1 ZIC2 TBX4 SEC62 TMEM88B KCNJ11 ARHGAP21 SLC25A45 NRN1 USH1G
GO:0060754,PGF SWAP70 VEGFA VEGFC VEGFD VEGFB,6,positive regulation of mast cell chemotaxis,VEGFB VEGFC VEGFA HIC1 FOXI3 TRAF5,OR1L1 GTPBP3 NRDE2 ARL8A DKK2 PRRC2C
GO:1905278,FGF2 MMRN2 GATA3 GDNF EGF PIK3CD SIX1 SIX4,8,positive regulation of epithelial tube formation,EGF MMRN2 FGF2 GDNF BHLHA15 PAXBP1 STH PPIL2,EDF1 C4A EXOSC4 MYT1L ATP5ME MAGEB6 GGNBP2 SCYL3
GO:0140009,SLC1A1 SLC1A2 SLC1A6 SLC1A3 SLC1A4 SLC1A5,6,L-aspartate import across plasma membrane,SLC1A5 SLC1A6 SLC1A3 NT5C1B-RDH14 NKX6-3 TNS1,BBS12 SLC26A4 PIGS SCAND1 TBX10 ZNF780B
GO:0120197,DNAH9 CFAP221 CFAP54 NEK10 CFAP43 SPAG16 ODAD4 TTLL1,8,mucociliary clearance,DNAH9 ODAD4 CFAP221 SPAG16 SEZ6L2 ADH7 CPSF2 HS3ST5,ARPC5L FCER1G FSCB RBBP5 TBCD ZSCAN16 GCSH LZTR1
GO:0048170,GRM5 KIT EPHB2 FXR2 NEURL1 FXR1 FMR1 NPTN,8,positive regulation of long-term neuronal synaptic plasticity,FXR2 KIT NPTN FMR1 ZNF540 RAB1A VAMP2 PRRG3,PLXDC1 OR13C2 FKBP1A FITM2 RGS16 PNP ZBTB2 GRID1
GO:0070166,CNNM4 MMP20 AMELX DMP1 TCIRG1 NECTIN1 ITGB6 STIM1 AMTN AMELY ENAM CFTR ODAPH TBX1 FAM20C FAM20A SLC24A4 PPARA SLC4A2 MSX2 WDR72,21,enamel mineralization,MMP20 SLC24A4 PPARA CFTR AMTN FAM20C TBX1 WDR72 MSX2 SLC4A2 FSD1L MNX1 SERPINA6 C9orf72 TTBK1 CELA2A NDUFA8 KRT85 LOC102723553 WBP11 SLC25A33,PLA2G15 MRPS28 FLNA GOLGA8N BPNT1 VWA1 CALU ATP6 COQ2 LSM11 RNF26 ROBO3 TMUB1 ADAR PHF8 DNAH14 DLX6 HEPH LZTFL1 GRIA2 COL13A1
GO:0030259,ABO B3GALT1 B4GALNT2 A3GALT2 GLT6D1 ST3GAL2 GBA1 B4GALNT1 SLC35C1 ST3GAL4 GBGT1 GBA2,12,lipid glycosylation,B4GALNT1 ABO SLC35C1 GBA1 B4GALNT2 ST3GAL4 TUT4 PCYT1A ZNF460 MTERF3 UBQLN1 SPN,BEST2 HOXB3 DDN SAMSN1 OTOR NUDT13 TRIM11 PYURF TSKU CDAN1 DLAT TNFSF12
GO:1990637,FOS SRC EEF2K,3,response to prolactin,FOS ZNF451 HOXB9,PKN1 TMED6 ZNF257
GO:2000347,WNT3A TNFAIP3 CFLAR MED1 XBP1 HPN TNF FGF1 PTN MDK,10,positive regulation of hepatocyte proliferation,XBP1 TNF PTN FGF1 TNFAIP3 CCL21 COMMD1 SCYL3 CLPB SH2D6,FOXD4L4 TCF23 CNOT3 SLC6A6 COL5A2 EIF3K CENPL DYNC2LI1 NUCB1 TMEM207
GO:0032147,ADRA2A TLR6 CLSPN TRAF6 STRADB TRAF2 IRAK1 PDPK1 CHI3L1 MALT1 BORA TLR3 ECT2 PARK7 NRG1 AGT IL23R ITGB3 ADRA2C PHB2 LEP PRKCD STRADA TAOK2 CALCA IGF1 TPX2 IL4 PIBF1 GH1 EMP2 CHRNA3 CD86 INSR TNFRSF10B CD300A ABL1 KIF14 PTK2B TOM1L1 PRLR PINK1 NTRK3 TGFBR2 IL23A ADRB2 TNFSF15 TXN ADCY8 NTF3 CARD14 CCDC88A ZFP91 AXIN1 ANG COPS8 FGF1 STK11 CCL5 INS ANGPT1 PRRC1 JAK2 MARK2 IL12B RIPK3 PHB1 DYNAP ADRA2B TGFB2 PILRB WNT5A IL6R MAP3K7 TNFRSF10A CARD10 ITGB1BP1 VEGFA PPIA GAS6 SLC11A1 MT3,82,activation of protein kinase activity,TNFRSF10A CD86 ADRB2 ABL1 IL6R TGFBR2 CD300A CHI3L1 MARK2 NTF3 ANG VEGFA MT3 STRADB PPIA INSR GAS6 CARD10 PILRB IRAK1 INS NTRK3 CCDC88A PDPK1 SLC11A1 TRAF2 ZFP91 TLR6 IGF1 IL23A IL23R PINK1 ADRA2B ADRA2C TXN PHB2 PHB1 ADRA2A JAK2 ITGB3 NRG1 SLC2A7 DHDDS ZDHHC20 IFT74 MOS ANGPTL1 TMEM79 STC2 FKBPL LRRC41 SSB NYNRIN PLSCR5 EMC6 ZCCHC17 ZNF239 PF4V1 CD163 SEMA5A NSMF CCDC13 CDSN FAM20C STX18 ENTPD7 LRRN3 DCTN6 CCL27 ZNF354C RTCB LPP TNFRSF10D RBM15 TRPM5 DOCK7 OR4X2 HSPB7 SERINC3 RPLP2 DLAT ERN2,ASAP3 DPT BSPH1 NOX3 OTUD3 EPHA1 PLPPR3 SYT12 TAAR6 GGCT RABL2B RNF13 DPM2 NSUN3 GCHFR STAT2 SCG3 ZNF8 NIBAN1 TUBA8 DCAF10 PPARD SYTL4 SIRT6 NEDD1 PRDX1 NKAP OSBPL7 ICMT COMMD9 LAMP1 PLSCR4 A3GALT2 GINS1 CPQ SLC30A9 SPINT2 ZNF420 COL26A1 EXO5 UPRT BRMS1L ARRDC3 AKIRIN1 FGF10 PHF13 APLNR DPP9 TINAGL1 SOX5 PCDHA2 ARHGDIB VAMP5 FANCM CHTF8 NMRK2 ITK MT1F SF3A3 L1CAM SGCD SEC24D ORC1 ZAR1L RUNX3 CTAGE6 SPMAP2 CYP1A2 TGDS FABP12 CYP11A1 CMIP EEF1D OAS3 TTLL3 SLC4A2 POLR2A FNDC4 DEFA1 ELF2 RANBP6 BHLHA9
GO:0055057,WNT3A RAB10 FGFR1 ARHGEF2 TEAD3 LEF1 ASPM FGF13 SOX5 FGFR2 DOCK7 NUMB NUMBL DCT AKNA,15,neuroblast division,NUMB SOX5 DCT RAB10 NUMBL FGF13 FGFR2 KCTD6 RIMKLB GJA9 ZNF684 GGN DCAKD ISG15 MAPK4,CXCR3 PSMC4 MAP7D3 ZNF333 OR10V1 MICA ADAMTS13 ATP23 FBXL14 ZMAT3 SPRY1 CD3E PIP4K2C SLC23A2 ATP2C2
GO:0035338,ACSL3 HACD2 ELOVL6 ELOVL7 ELOVL2 ACSL1 ELOVL5 ACSL5 TECR ACSL6 ACSL4 ELOVL1 ELOVL3 ACSBG2 HACD1 ACSBG1 ACSF3 HSD17B12 ELOVL4,19,long-chain fatty-acyl-CoA biosynthetic process,ELOVL6 TECR ELOVL5 ACSL1 ACSL3 ELOVL2 ACSL4 ELOVL4 ACSL5 PTTG2 KRT27 NAMPT CHRNB4 VPS37C NLRP4 SETD5 BHLHA15 CNNM3 TEKT1,NUDT9 PABPC3 SUPT20H MGAM2 UTP4 CLIC6 PYGO2 IMPA2 SCN2B NPM2 CDH26 SLC7A5 KIF2A UBA52 CELA2A SLC12A5 USP17L1 OR4D5 ZSWIM8
GO:0001833,TAF8 INTS1 NDEL1 BRCA2 SALL4 GINS1 NCAPG2 PALB2 GINS4 CHEK1 COPS2 ZPR1 PELO SBDS,14,inner cell mass cell proliferation,GINS1 CHEK1 PELO ZPR1 BRCA2 INTS1 NDEL1 FAAP20 PEX16 OR52L1 ENO1 NCOR2 METTL25B HLA-DOB,CGAS DNALI1 NEDD9 CLPSL2 MGLL TRMT13 TSNARE1 NPY4R ZC3H12A NELFCD ST6GALNAC6 CDK7 DDAH2 STYXL1
GO:0003207,SMARCD3 TBX5 TBX2 NKX2-5 MEF2C EDNRA HAND1 NOTCH1 MESP1 BMP2 TBX20 HAND2,12,cardiac chamber formation,SMARCD3 BMP2 TBX5 NOTCH1 MESP1 MEF2C NPHP1 PRODH PSG5 CHD8 ETV4 CRAMP1,ENO4 PPP1R14D DGKD GPR84 NDST2 SH3BP5L NPAS2 VPS51 TAC4 SSX5 NQO1 RBM6
GO:1904478,CYP8B1 ABCG5 APOA2 ABCG8 HAMP ENPP7 PRAP1 LEP LPCAT3 EPB41,10,regulation of intestinal absorption,CYP8B1 PRAP1 EPB41 HAMP ABCG5 OVCA2 FOXC2 MAGEA3 NDRG3 SBSN,IRX3 PPP2CA CRYM CLIC6 BNIP3L PACS1 VAT1 MRPL9 NDUFAF4 OR52L1
GO:0003180,NPPA TGFBR2 ROCK2 NOTCH1 TWIST1 TIE1 SOX9 GATA4 SLIT2 NFATC1 HEYL CDH11 SMAD6 GATA5 RHOA JAG1 ADAMTS5 RB1 EFNA1 HEY2 ROCK1 NKX2-5 ROBO1 SNAI2 NOS3 SMAD2 TBX20 ROBO2 EMILIN1 DLL4 SNAI1 ELN SLIT3 BMP4 GATA3 TGFB1 HEY1 AXIN2,38,aortic valve morphogenesis,ELN SLIT3 ROCK1 AXIN2 HEYL SNAI2 HEY1 DLL4 RB1 JAG1 SMAD6 SMAD2 EFNA1 SOX9 NPPA ROCK2 GATA3 EMILIN1 BMP4 STARD6 SLC52A1 CHD2 MMAA PLAAT1 SAMD4B HMGCS2 CAPN7 TRIM38 CPNE9 ASAH2B PAK6 DYRK2 HSD17B6 SLC35D3 CUL9 CUX1 SLCO1A2 RBMY1D,NKX3-1 KIF4A EZHIP DDX3X TUBG1 ATP11A ASMT KRT23 ADCYAP1R1 CEP57 HGF CKAP2 TAPBP LRRC30 OR2L2 LMOD3 LCA5 NIPSNAP2 IQGAP1 EXOSC1 DNAH12 PCDH10 OR1Q1 LYZL6 CCL20 SLC25A44 MAGEA11 DENND2A ND4L FFAR4 ZNF778 METTL25B CDS1 SCLT1 ZNF479 MAT2A ESPNL TPBGL
