GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:1900087,CUL4A CPSF3 PLCB1 CCND3 CCNE2 EGFR CDC6 KMT2E CCNE1 CYP1A1 LSM11 ADAM17 TERT RDX ANKRD17 RRM1 UBE2E2 RPTOR FGF10 RGCC CUL4B MTBP KCNA5 STIL CDK10 AKT1 AIF1 ADAMTS1 STOX1 LSM10 CCND1 DDR2 CENPJ MEPCE MBLAC1 MDM2 SASS6 HYAL1 TFDP1 RRM2 DDX3X CCND2 EIF4G1 PLRG1,44,positive regulation of G1/S transition of mitotic cell cycle,EGFR UBE2E2 CDC6 MBLAC1 CCND2 KMT2E RPTOR ANKRD17 ADAMTS1 CCNE2 ADAM17 HYAL1 CUL4B CDK10 MEPCE DDX3X CENPJ RDX STIL PLRG1 CYP1A1 CUL4A RETSAT TMEM229B ARK2N FOXP4 NANOS2 ELOC ASAH2B MEF2B CD1E MTFP1 NUDT17 MLNR EMP2 SIRPG DDX39B SLC30A5 TIMM29 AFF1 WRAP53 MYL12A H2AC20 VTN,ELOVL4 IRX1 LOC102724560 RNFT1 RYR1 YY1AP1 RBKS TGFB1I1 RHOT1 KCNK5 COL27A1 ZNF630 SLC7A14 NAAA WFIKKN2 CMTR1 MRPL14 NKD1 ARHGAP11A ADAM28 HADHA MED21 SCAP TFAP2B PSMB3 LYPLA1 TTC28 FKRP CD44 MCM8 IPO7 STRADA PI3 LEP COX8C BAX CENPA PIM1 PDE1C MKNK1 RFPL4B SH3KBP1 TESC SAMD1
GO:0051884,WNT5A CTNNB1 SPINK5 WNT10B FERMT1,5,regulation of timing of anagen,FERMT1 CTNNB1 SLURP2 KRTAP4-5 DEFA6,EI24 PDPN PKN3 SSRP1 KYAT1
GO:0001892,GJB5 GRHL2 JUNB NR2F2 TTPA IGF2 MAP2K1 CEBPA TAF10 CCN1 CDX2 TRIM28 PLCD3 AKT1 CSF2 E2F8 WNT2 NODAL PLG NSDHL HEY1 CASP8 KRT19 LIF BMP5 MDFI GATA2 PCDH12 HEY2 SOCS3 HAND1 ZFP36L1 OVOL2 BMP7 ESRRB FZD5 MAPK1 CEBPB SNAI1 HS6ST1 NCOA1 ASCL2 MED1 STK3 STK4 PHLDA2 ST14 DNAJB6 RSPO3 PDGFB HES1 GCM1 LEF1 PKD2 SPINT2 CITED2 SP3 PRDM1 CDX4 WNT7B HIF1A VASH2 E2F7 IL10 EPAS1 PKD1 PLK4 ADM TMED2 BPTF BIRC6 GRB2 EOMES CITED1 TFEB SPINT1 ZNF568 KRT8 FBXW8 ARNT SOX15 CDKN1C RBPJ FGFR2 VASH1 GGNBP2 EGLN1 SETD2 EGFR,89,embryonic placenta development,HIF1A IL10 NR2F2 PLCD3 GRB2 CITED1 SPINT2 IGF2 RSPO3 ARNT WNT2 PCDH12 DNAJB6 JUNB NCOA1 CITED2 EPAS1 TFEB CEBPB MAP2K1 TRIM28 NODAL SETD2 BMP5 AKT1 GATA2 GCM1 CEBPA PKD2 MDFI MAPK1 CDX4 EOMES PLK4 GRHL2 STK3 NSDHL HS6ST1 GJB5 LEF1 ST14 HES1 TTPA BIRC6 RPS6KA2 CFHR4 CYP2C8 PLIN2 REC114 HBEGF USP45 DGCR6 ZNF75A RBM4 MYCBPAP GAB3 PRCD FABP7 ATP1B3 C20orf173 PDCD1LG2 LCAT PRR7 HDAC2 FIS1 RPRD1B CLDN20 SERPINE3 COG5 SPNS3 RASSF3 GSTA4 LHPP SGK2 ZNF292 TRIM24 FANCF FASTKD3 ACR POU6F1 RANBP2 RPL18 DACT1 PCYOX1L RPL23A PPIAL4C PHOSPHO1 STXBP2 NDUFC2-KCTD14,SPATC1L PSG5 AGXT2 NUDT5 SGIP1 SIRT2 ITPA ARHGAP22 ANPEP DNAJC15 ZNF354B CLEC4M GTF3C2 GINS3 LYPD3 TMEM232 RPP38 LHX9 PDK4 TOP2A STRIP2 SERPINA5 VWC2L KCNMB1 OXCT2 MYO15B FADS2 ARL8A MXD3 TSR2 SNAPC1 HBA2 ABRAXAS1 HTD2 SLC8A2 PPP2R2A CDH7 ITIH6 HLA-DMB OR4D1 BRINP2 HLA-E SCAF1 DRC1 AGAP2 MRPL44 SPAG11A PAQR5 C22orf23 SNTA1 BRDT TSN HNRNPA1L2 ATAD1 MAP1LC3A APLF ZCCHC7 MCM8 WFDC1 EEPD1 ZNF48 CCDC141 MSRB3 PCID2 DHRS4 OR14J1 ILVBL NCBP2L CASD1 POLR2C PPP6R1 ZC3H14 LDAH PIGB SUN1 SCAMP1 PSMC3 KIF26A PSAPL1 ARL6 TXNDC2 TTR SOX14 BARHL1 OFD1 DEFB134 HCCS ALG10B WDR41
GO:2000344,PLCB1 FAM170B PLB1 PLA2G10 CACNA1H GLRA1 CCDC87 PRSS37 IQCF1 ZP4 ZP3,11,positive regulation of acrosome reaction,PRSS37 FAM170B CACNA1H ZP4 ZP3 TBC1D9B MLF1 SPEF2 MTCH2 TIMM21 CYP39A1,NHSL3 HLA-DOA WBP1 VMO1 CHN1 SPOCK1 OR5T3 CYP4X1 SPRY3 SYS1 ZNF549
GO:0035930,LINC02210-CRHR1 POMC CRH WNK4 CRHR1 AGTR1 REN GAL BMP6 CRY1 KCNQ1 GALR1 SELENOM GHRL AGT TSPO CRY2 PTPN11 C1QTNF1 DAB2,20,corticosteroid hormone secretion,PTPN11 SELENOM GAL KCNQ1 GHRL C1QTNF1 CRHR1 DAB2 GALR1 POMC ESR1 AIF1 SNAP25 DNAAF6 PROKR2 ZBTB37 REXO4 ZBTB5 CWC25 ZNF75A,KCNJ12 CDY2B LUC7L3 RHCG TMEM54 ZNF493 CELA2B SCO1 USP25 MAP4K2 ALG1 EFHD1 HAVCR1 SLC49A4 MED16 NR0B1 HVCN1 VTI1A CD177 C1GALT1C1
GO:0009744,CALCRL PNPLA3 SLC6A1 KHK ADIPOQ ERCC1,6,response to sucrose,SLC6A1 ADIPOQ CALCRL NEDD1 PRAMEF25 HSD17B8,ARMC1 NLGN3 IMMP1L APOF SMN2 MUC2
GO:0014043,BCL11A EDNRB TBX6,3,negative regulation of neuron maturation,BCL11A DNPEP USP8,TFAP4 EXD2 ZNF628
GO:0033141,IFNA1 IFNA6 LIF IFNA13 IFNA8 IFNA21 IFNE IFNA7 IFNA4 IFNK IFNW1 IFNB1 IFNA10 IFNG IFNA2 IFNA5 IFNA17 RET IFNA14 IFNA16,20,positive regulation of peptidyl-serine phosphorylation of STAT protein,IFNA5 LIF IFNA7 IFNA14 RET IFNA6 IFNW1 IFNE IFNK IFNB1 OSBPL9 KIR2DL4 RPL8 ATP5F1C CBX8 RNASE6 NEK3 RHOBTB3 PRDM6 LRGUK,ACAD11 ARL5A VPS36 ACTA2 HNF4A DLG3 OR4N4 OR51A4 PDK4 DPT KCTD14 SCFD2 C17orf49 ASPH TCEAL7 ALDOC SENP7 RAB2A IL1RL1 DUSP21
GO:0003357,PHOX2A PHOX2B RNF220 SOX11 EDNRA EDN1 ASCL1 SOX4 INSM1 ZC4H2 HAND2,11,noradrenergic neuron differentiation,PHOX2B INSM1 RNF220 SOX4 EDNRA NOP56 DAPK3 CNGA2 MOK TMEM121 CHERP,RRP9 YWHAE TGM7 LRRC39 CHN2 VPS11 PYHIN1 NHSL1 ZFP1 TDRD3 HFM1
GO:0070202,CCT8 CCT5 CCT2 DKC1 CCT4 TERF1 CCT6A TCP1 SPIDR CCT3 WRAP53 CCT7,12,regulation of establishment of protein localization to chromosome,CCT3 SPIDR CCT4 CCT7 CCT8 TERF1 TARS2 USP17L20 NCOA6 GRWD1 PNN LIPG,SEMA4C OR2G6 PPP1R1A NSUN2 MED13L CXCR2 SEC22B RAET1E VDAC2 ZNF791 MGAT4B IL19
GO:0006098,RPIA TP53 TIGAR PGLS SHPK DERA RBKS RPEL1 RPTOR ACACB H6PD PGD PGAM1 G6PD MLST8 ALDOB MTOR TKT RPE PRPS2 TALDO1,21,pentose-phosphate shunt,RPEL1 RPTOR G6PD SHPK DERA TKT TP53 RBKS PGLS PGD SPIN1 PLIN3 LGALS12 RASGEF1C SRRT GPR139 LTA4H ENOX2 BDH2 GREB1L ZNF324B,PRRC2B FGF5 CCSAP ETV5 MRPL51 ZNF385A KRT82 LMO2 HNRNPR FLG2 FBXO10 KCNH6 FYCO1 TRIM60 EIF2B4 ZC3H12C TIMM44 MEIOSIN ALOXE3 SAMSN1 EBF1
GO:0010232,LRP1 LRP3 SLC13A3 SLC7A8 SLC38A5 AVPR1B ABCB1 SLC22A8 APOE SLC6A20 SLC38A1 ABCC3 ATP2B4 SLC22A5 AGER SLC7A5 KCNJ8 SLC29A1 SLC22A1 SLC1A4 SLC5A6 SLC16A7 SLC6A17 SLC7A1 ABCC2 AVPR1A CD36 SLC6A13 SLC1A2 SLC4A3 SLC12A2 SLC1A1 SLC2A10 SLC29A2 SLC6A9 SLC2A4 INSR SLC22A2 ABCC4 SLC6A1 LRP2 SLC16A1 SLC2A13 SLC27A1 SLCO2B1 SLC27A4 SLC38A2 ATP2A3 ATP1B2 NHERF1 SLC1A5 SLC16A12 FABP5 SLC22A3 SLC2A1 SLCO3A1 TFRC SLC5A1 ATP1A2 ABCC9 SLC8A2 SLC1A3 SLC16A2 SLC29A4 SLC24A3 SLC2A3 SLC38A3 SLC6A6 ABCA2 SLC4A8 SLC15A2 SLC19A1 SLC7A3 SLC4A4 SLC5A5 SLC7A2 SLC28A2 SLC44A1 ABCC1 ABCG2 MFSD2A LEPR ATP8A1 ATP1A4 SLCO1C1 ABCC5,86,vascular transport,ABCC1 ABCA2 SLC4A4 INSR SLCO2B1 ATP8A1 KCNJ8 SLC38A2 SLC7A5 SLC8A2 SLC22A1 SLC16A12 SLC16A2 TFRC SLC19A1 SLC7A8 SLC29A4 AVPR1B ABCC3 SLC7A3 SLCO1C1 SLC6A20 MFSD2A SLC1A4 SLCO3A1 SLC2A1 SLC7A1 SLC22A5 SLC28A2 SLC2A3 SLC2A13 SLC12A2 SLC13A3 ABCG2 SLC1A1 SLC6A13 CD36 LEPR ABCC9 SLC2A4 SLC16A7 ABCC5 LRP2 PSME3IP1 MRPS31 RALGAPA1 VRK3 ABHD17C DDB1 PFDN2 GRAMD4 WDR90 FETUB SDR42E1 RCAN1 NPAS1 CBR4 JAK1 ERMP1 IPMK TUBGCP4 UFL1 MYO3B ABHD11 RO60 RBM39 NUFIP1 GOLM1 CD300LB ZNF540 ZNF2 HSPB3 RPL30 PCNX2 TMEM39B BRD8 MTF2 CELF6 RNF220 NELFCD DIP2C PAK1IP1 PTPRCAP CTSO RNF38 XRCC3,CRYBA4 EIF3H POR ERMAP CDC26 SPDL1 GPI NFYC ADAM11 RNASE12 OR52H1 OR4D9 H4C13 BCAT2 LDB2 CYP4Z1 KRTAP1-3 NUBPL PGM5 WIPI2 SPOPL PKN1 UNKL NSMCE4A TMEM126B UBXN8 ADNP GPC4 NUMBL UMODL1 ARGFX GBP2 BCCIP MYBPH TLR6 BUD31 MDC1 MEP1A FAM3C DEPDC4 KLHL17 MBD5 AIG1 TRMT10A SIX3 HIPK1 MNDA CDHR1 MC5R MYDGF ORC1 CSAG1 CAPZA2 THPO RSPH6A GFPT2 UQCR11 RCOR2 DDN PDILT PFN3 MTMR3 CTAG1A COQ2 DEFB107B DCX BTAF1 TUBGCP4 OSCAR DUSP18 IL3 PVALB TRIM71 GADD45A MYO16 MOB3A PRODH AGPAT5 PAXIP1 ASB7 FGD6 B4GALT1 CABLES1 TXNRD3 IQGAP1 NEURL2
GO:1903286,ATP1B1 ATP1B2 DLG1 ATP1B3,4,regulation of potassium ion import,DLG1 ATP1B3 TACR3 CALR3,PRLR DHX33 RBP2 CDK5RAP3
GO:0006548,HNMT CARNMT1 HAL HDC CARNS1 FTCD AMDHD1 UROC1,8,histidine catabolic process,AMDHD1 UROC1 CARNMT1 HNMT MAST3 ARRDC3 TREX1 TUBGCP4,PCDH18 OR3A3 KCNJ2 ADAMTSL1 TNK1 CDK1 ZNF169 DLG3
GO:0090659,CLN8 UCHL1 CHD7 HEXA GLRB ZNF212 GBX1 SPG11 FXN CACNB4 KLHL1 EPHA4 FKRP TRH GLRA1 EFNB3 AGTPBP1 CTNS HTRA2 ZMPSTE24 DRD1 HIPK2 ARRB2 SCN1A ZIC1 DRD2 DAB1 CEND1 KCNJ10 ABHD12 LARGE1 SPTBN4 OXR1 DMRT3 NPC1,35,walking behavior,CHD7 HTRA2 CEND1 HIPK2 KLHL1 DRD1 OXR1 NPC1 GLRB SPTBN4 EPHA4 CTNS LARGE1 FKRP ABHD12 DRD2 UCHL1 CPE PTCHD1 COL17A1 PHF20 SLC12A8 PEX2 ANKHD1-EIF4EBP3 CITED1 SLBP OR1G1 SNAP47 RP9 CATSPERG OR6K6 MSMO1 GTF3C5 B4GALNT1 RPP25,CNN3 TENM1 DNAH7 DCXR FBXO40 NDUFB9 TMEM30A CD19 MGAT4B KIR3DL2 ABCB7 GALNT13 KLHDC1 RIOX2 CCAR2 WARS1 NKX6-2 KLHDC3 ENTPD4 ZNF701 ZNF75A INTS3 NLGN3 SLFN13 CYC1 SUPT3H MRGPRD TNFRSF10C OR2T1 CASP14 WDCP NFKB2 TAS2R10 NACAD GUCY2F
GO:0140588,SMC5 NSMCE3 NSMCE1 RAD21 NSMCE2 EID3 SLF2 NSMCE4A CTCF SMC6 SLF1,11,chromatin looping,NSMCE2 SLF1 NSMCE1 SLF2 EID3 NOA1 TENM4 GLA MVB12A COMP EQTN,MEOX1 POLA2 PRKCD GATA5 DYNLT5 PTPN22 TPI1 GGA1 OR5K2 MYF6 ABT1
GO:0086091,KCNJ3 JUP CACNA1G KCNJ5 SCN3B KCNE4 AKAP9 CAMK2D CACNB2 SCN4B ANK2 DSG2 CAV1 KCND3 SCN2B CACNA1D CTNNA3 DSP KCNA5 SCN1B ACE ISL1 CACNA1C KCNQ1 KCNJ2 KCNE3 PKP2 DSC2 KCNE1 CACNA2D1 KCNE2 KCNH2 KCNH6 TRPM4 HCN4 SCN5A KCNE5 SRC BIN1 YWHAE,40,regulation of heart rate by cardiac conduction,KCNE2 SRC SCN3B SCN1B CTNNA3 ACE YWHAE CAV1 KCNA5 KCNE3 SCN4B SCN5A CACNA1D TRPM4 CACNA2D1 PKP2 AKAP9 KCNH2 KCNQ1 SCN2B TKT CR1L CNTN1 MEIKIN CATSPERZ CFAP161 TCIM LILRA1 GGA2 SLC5A1 NAA30 ISYNA1 ANGPT2 MAGI1 RAB34 ERLIN2 CCDC24 RPL24 EHD2 TDG,TRPC4 ZBTB4 RHOB AHSA1 EFEMP1 PRPF40A ZNF570 PML GUCA1ANB-GUCA1A SERPINA6 TLK2 CFD MED28 PIK3R5 ZNF311 MAP3K5 ETFB PSMA2 SNTB1 ATN1 TFCP2L1 SOX14 HSD11B2 HMCN2 CHD5 TMEM38B ZNF566 RGL1 PWWP2A KIN COG8 CLCN7 CASP2 NAIF1 RFTN2 OASL DEFB128 WSB2 CLEC11A NACAD
GO:0048293,CLCF1 FOXP3 STAT6 BCL6 NDFIP1 IL4 TNFSF4,7,regulation of isotype switching to IgE isotypes,STAT6 BCL6 CLCF1 MTMR3 ACSL6 OR4D9 TMEM101,CCN4 EMSY XRCC4 ELOVL5 SPPL2A ANO2 NTNG2
GO:0000022,CDCA8 AURKB AURKC RACGAP1 MAP10 NUMA1 INCENP KIF4A KIF23 PRC1 KIF4B BIRC5,12,mitotic spindle elongation,AURKB BIRC5 PRC1 RACGAP1 KIF4A NUMA1 TTC9 DUSP11 HMX1 FOXI1 TTC23L STMND1,TRPC4 ZNF626 PDGFA KCNJ18 RSRP1 PIWIL2 RTBDN USP15 AAK1 MLXIPL F13B PTGES3L-AARSD1
GO:1905278,FGF2 MMRN2 GATA3 GDNF EGF PIK3CD SIX1 SIX4,8,positive regulation of epithelial tube formation,EGF MMRN2 FGF2 GDNF BHLHA15 PAXBP1 STH PPIL2,EDF1 C4A EXOSC4 MYT1L ATP5ME MAGEB6 GGNBP2 SCYL3
GO:0060768,EAF2 NKX3-1 AR CTNNB1 NOTCH1 SHH WDR77 SERPINF1 STK11 CDKN1B,10,regulation of epithelial cell proliferation involved in prostate gland development,WDR77 STK11 EAF2 CTNNB1 NKX3-1 BLM PCDH12 CLASP2 VPS26C EID2,OR7G1 OR4K13 APOA1 CHP1 SKA1 EARS2 EID1 ZAN NAGS HES6
GO:0045599,ZFPM2 WNT3A LRP3 SIRT1 YAP1 CCDC85B TGFB1 DDIT3 TGFB1I1 GPS2 TLCD3B ZFP36L2 TRIB2 PTGR3 RORA SORT1 ENPP1 INSIG1 RUNX1T1 WNT5A WNT1 JAG1 SIRT2 ANKRD26 FLCN SOD2 FOXO1 GATA2 BMP2 TNF SLC7A10 GPER1 FERMT2 BBS12 C1QL4 CCN4 E2F1 BMAL1 AXIN1 MMP11 ID4 JDP2 TRPV4 IL6 WNT10B ADIPOQ TRIB3 MSX2 SMAD3 TRIO ASXL1 WWTR1,52,negative regulation of fat cell differentiation,CCN4 SMAD3 SLC7A10 MSX2 JDP2 AXIN1 JAG1 SIRT2 WWTR1 TRIO GPER1 INSIG1 DDIT3 ZFPM2 SORT1 TNF WNT5A WNT1 WNT3A TRIB3 ENPP1 BMAL1 WNT10B BBS12 RORA GPS2 STMND1 NSUN2 SGO1 GPAT3 MZB1 MIIP CCDC136 SUCO CD3E HLA-DRB1 LAMA4 NHERF4 FBXL16 EGR4 MESP2 TCIRG1 SLC25A51 SMARCD3 EFR3A ZC3H14 GPR15LG ELAC1 NFIL3 TLR10 KIF16B ZNF3,RPP21 ROBO3 SLCO1B3 TXNDC16 ERI2 AK2 PDK1 KLK2 SEC13 MYL12B ZNF705D OR6S1 NOMO3 PLOD1 B4GAT1 OR10T2 RPAP3 DZIP1 ZNF350 DDX25 KLC2 ATP2C1 PPM1M NDUFA2 EVPLL PRDX1 IMMP1L TSHZ2 RAB6A GSPT2 AQP10 ZNF782 PTPMT1 SCAF11 ZNF507 RAE1 LRP6 MAGEA6 MKX FILIP1 CRNN BCAS3 H4C7 SYCE1L OAS3 TGDS KCNA2 RNF126 PLXNB3 PDIA4 LYZL6 ALKBH4
GO:0051657,ATP2A1 SIRT1 UVRAG AKAP9 ASPM PAFAH1B1 GPSM2 TBCCD1 GCOM1 POLR2M MYZAP SPOUT1 ARHGAP21,13,maintenance of organelle location,TBCCD1 UVRAG MYZAP PAFAH1B1 ASPM ATP2A1 GLB1L2 REV3L UBR4 ZNF221 WDR77 LOXL2 MAT2A,PCDH20 FAAP24 RBM15B RNF182 XRN2 COMTD1 KRT80 GPM6A MMADHC CDC25A KHDRBS1 CHRM3 TTC36
